Geschäfts-Nr.: LY120046-O/U	 #### LY120046	1	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
3.4.2 Weiter wirft die Vorinstanz dem Beklagten vor, er habe die Bewerbung als Aufseher bei der Justizvollzugsanstalt L._____ trotz ausdrücklichem Hinweis nicht handschriftlich verfasst (act. 5 S. 8). Der Beklagte hält dem entgegen, beim eingereichten Dokument (act. 4/48/24) handle es sich nur um einen am PC erstellten Entwurf, den er in der Folge handschriftlich verfasst habe. Er habe es lediglich unterlassen, für das Gerichtsverfahren eine Kopie der handschriftlichen Bewerbung zu erstellen. Das eingereichte, nicht unterzeichnete Bewerbungsschreiben enthält in der Tat den handschriftlichen Vermerk "Bewerbung per Handschrift" (act. 4/48/24). Es erscheint indessen nicht naheliegend, dass der Beklagte dieses Dokument vollständig als Entwurf verfasste, Adressen einfügte und sogar den Text formatierte, um das Schreiben danach handschriftlich zu verfassen. Angesichts des zum damaligen Zeitpunkt (die Bewerbung datiert vom 5. Juli 2012) bereits näher rückenden Termins der Anrechnung eines hypothetischen Einkommens musste dem anwaltlich vertretenen Beklagten klar sein, dass er, um die Anrechnung des höheren Einkommens abzuwenden, seine Suchbemühungen würde glaubhaft machen müssen. Selbst wenn der Beklagte die Bewerbung tatsächlich nach Erstellung des Entwurfs per Handschrift einreichte, geht das Versäumnis, von der handschriftlichen Bewerbung eine Kopie zuhanden des Gerichts zu erstellen (act. 2 S. 9), zu seinen Lasten. Dass der Beklagte die Bewerbung wie verlangt handschriftlich einreichte, erscheint daher nicht glaubhaft. Somit ist auch bei dieser Bewerbung von einem unsorgfältigen, unbedachten Vorgehen des Beklagten auszugehen.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3.4.3 Als Nächstes verweist die Vorinstanz auf verschiedene Orthographiefehler und andere Flüchtigkeitsfehler, die dem Beklagten bei seinen Bewerbungen unterlaufen seien. So habe er etwa falsche Jahreszahlen angegeben oder die Namen der angesprochenen Personen falsch geschrieben (act. 5 S. 8).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Der Beklagte bestreitet nicht, dass ihm diese Fehler unterlaufen sind. Er verweist darauf, er sei in G._____ aufgewachsen und habe nie in einer Schule deutsch gelernt. Er sei daher tatsächlich in orthographischer und grammatikalischer Hinsicht nicht perfekt. Zudem sehe er nur auf einem Auge, da bei einem Unfall sein Sehnerv durchtrennt worden sei. Dies erkläre Flüchtigkeitsfehler. Er sei mit seinen individuellen und tatsächlichen Eigenschaften offensichtlich nicht in der Lage, bessere Bewerbungsschreiben zu verfassen. So, wie er nun einmal sei, mit seinen Fähigkeiten und seinen Defiziten, sei es ihm faktisch nicht möglich, ein Einkommen zu erzielen (act. 2 S. 9 f.).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Die Klägerin erklärt zu Recht, Bewerbungsschreiben würden den Türöffner zu einer potentiellen Arbeitsstelle darstellen (act. 14 S. 10). Es ist daher im Rahmen der vom Beklagten zu erwartenden Suchbemühungen von entscheidender Bedeutung, dass er seine Bewerbungsschreiben sorgfältig verfasst.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Was die Vorinstanz dem Beklagten dabei zur Last legt, sind weniger sprachliche Feinheiten, etwa grammatikalisch falsche Formulierungen, sondern vielmehr grobe Unsorgfalt und Unbedachtsamkeit, wenn der Beklagte etwa Namen von Ansprechpartnern falsch schreibt oder Jahrzahlen verwechselt. So teilte beispielsweise der Ansprechpartner beim Treffpunkt … Gemeinde M._____ dem Beklagten auf seine Bewerbung für eine Predigerstelle hin am 21. August 2012 mit, sein (des Ansprechpartners) Name sei nicht "N._____", sondern "O._____". Zudem wies Herr O._____ den Beklagten darauf hin, einer der zugesandten E-Mail-Anhänge sei leer gewesen (act. 3/6). In einer weiteren Bewerbung an die P._____ AG auf eine Stelle als Strassenbauer sprach der Beklagte sodann die Ansprechperson Frau Q._____ mit "Frau R._____" an (act. 3/10). Mangelhafte Grammatikkenntnisse und das Sehen auf nur einem Auge vermögen solche Unsorgfalt nicht zu erklären. Wer sich ernsthaft um eine Arbeitsstelle bemüht, hat sich bei der Redaktion von Bewerbungsschreiben zu bemühen. Die zuständige Person mit dem richtigen Namen anzusprechen und diesen Namen korrekt zu schreiben, ist dabei eine Grundvoraussetzung.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Nichts anderes gilt für die Verwendung falscher Jahreszahlen in Bewerbungsunterlagen. So weist der Beklagte in seinem (verbesserten) Lebenslauf darauf hin, er sei in den Jahren 1989 bis 1991 im Tiefbau/Strassenbau beschäftigt gewesen und davor von 1983 bis 1889 mit einem Theologiestudium in H._____ bzw. mit Praktika in Jugendarbeit (act. 4/48/1). Auch hier lässt der Beklagte die vorausgesetzte Sorgfalt bei der Redaktion von Bewerbungsunterlagen vermissen.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3.4.4 Die Klägerin verweist in diesem Zusammenhang auf das Vorgehen des Beklagten, dieselben Bewerbungsschreiben wiederzuverwenden und lediglich die Namen der angesprochenen Person zu ersetzen. Selbst bei sehr kurzen E-Mail-Bewerbungen habe der Beklagte immer wieder denselben falschen Text verwendet (act. 14 S. 11). Grundsätzlich mag es nicht abwegig sein, Bewerbungen nach einem Muster zu verfassen. Ein Minimum an Sorgfalt verlangt dabei aber, die Namen der Ansprechpersonen in derselben Schrift einzusetzen, in welcher die Bewerbung ansonsten verfasst wurde. Diese Sorgfalt lässt etwa die Bewerbung vom 25. Juli 2012 an die …gemeinde S._____ vermissen (act. 3/4). Zudem müsste ein offensichtlicher und elementarer Orthographiefehler wie "sher" statt "sehr", der einer Person mit begrenzten Sprachkenntnissen wie dem Beklagten vielleicht einmal unterlaufen kann, wenigstens nach mehrmaligem Verwenden desselben Textes auffallen und korrigiert werden. Dass der Beklagte denselben Fehler immer wieder machte (act. 4/48/16-17, 4/48/26), lässt nur den Schluss zu, dass er selbst kurze E-Mails aus früheren Bewerbungen unbesehen kopierte und diese sodann ohne ein auch nur einigermassen umsichtiges Durchlesen an die Ansprechpersonen versandte.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Dasselbe Resultat folgt aus einer Betrachtung der im Berufungsverfahren neu eingereichten Bewerbungen: so enthalten sämtliche Bewerbungen für Stellen als Strassenbauer vom 9. August 2012 denselben offensichtlichen Schreibfehler "pike" statt "Pickel" (oder allenfalls "Pikel", wobei auch ein fehlendes "ck" nach mehrmaliger Verwendung einmal auffallen könnte – zumindest das fehlende "l" am Wortende müsste jedenfalls schon einer Person mit nur elementaren Deutschkenntnissen auffallen; vgl. act. 3/9-13). Auch hier hat der Beklagte offenkundig den identischen Text in allen Bewerbungen verwendet. In den zwei Bewerbungen act. 3/12-13 löschte er zudem beim Ersatz von "Strassenbauer" durch "Bauarbeiter" versehentlich am Satzende auch das Wort "gelesen". Dass im Satz "Im Internet auf der RAV Seite habe ich von Ihrer Suche nach Bauarbeiter" (act. 3/12-13) etwas fehlt (nämlich "gelesen"), hätte der Beklagte auf jeden Fall erkennen müssen, wenn er seinen Text nach dessen Redaktion noch einmal durchgelesen hätte.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Als weiteres Beispiel für unsorgfältiges Vorgehen mit der Wiederverwendung derselben Bewerbungsvorlage unter Ersatz lediglich der konkret ausgeschriebenen Beschäftigung kann auf die Bewerbungen vom 30. und 31. Oktober 2012 verwiesen werden. Zunächst bewarb sich der Beklagte am 30. Oktober 2012 auf "mehrere offene Stellen" bei T._____. Denselben Text verwendete der Beklagte in der Folge für zwei Bewerbungen vom 31. Oktober 2012 als Lagermitarbeiter. Beide betrafen jeweils eine offene Stelle. Durch Verwendung der Vorlage vom Vortag bewarb sich der Beklagte indes auch hier für mehrere offene Stellen (Mehrzahl; vgl. act. 3/23-25).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3.4.5 Sowohl betreffend sprachliche Probleme als auch betreffend Schwierigkeiten mit der sorgfältigen Redaktion von Bewerbungen ist dem Beklagten zu raten, gelegentlich eine Bewerbung von einem Dritten durchlesen zu lassen. Die Vorinstanz wies den Beklagten bereits am 27. Februar 2012 an der Verhandlung betreffend vorsorgliche Massnahmen auf die Mängel hin. Der Beklagte erklärte darauf, er habe nun einen Bewerbungsexperten beigezogen (Vi-Prot. S. 17 f.). Der Beklagte verweist auch im Berufungsverfahren auf diesen Experten, allerdings ohne ihn namentlich zu nennen und etwa, mit Ausnahme des Hinweises auf die Erstellung des Bewerbungsfotos, zu konkretisieren, wie ihm der Experte geholfen habe (act. 2 S. 10).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Es geht vorliegend allerdings weniger um Detailfragen eines nach Vorgaben von Bewerbungsprofis optimal erstellten Bewerbungsdossiers, sondern um die elementare Sorgfalt bei der Redaktion solcher Unterlagen. Der Beizug eines Experten wäre dabei weniger geboten gewesen als die Inanspruchnahme der Hilfe einer Drittperson mit durchschnittlichen Sprachkenntnissen, welche schwerwiegende Fehler ohne weiteres erkannt hätte. Im Minimum könnte bereits ein zweites Durchlesen der erstellten Bewerbungen durch den Beklagten selber vor deren Versand solche grobe Unachtsamkeiten vermeiden. Dies gilt ganz unabhängig von den Sprachkenntnissen des Beklagten und von seiner Sehstärke. Angesichts der aufgezeigten Mängel liegt die Frage nahe, wie ernsthaft der Beklagte sich tatsächlich um den Erhalt einer Arbeitsstelle bemüht. Die Ansicht des Beklagten, er habe die Bewerbungen so gut verfasst, wie es ihm nur irgend möglich gewesen sei (act. 2 S. 4 ff., 10), lässt sich jedenfalls nicht aufrechterhalten.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3.5 Die Vorinstanz legt dem Beklagten weiter zur Last, dass er sich im Wesentlichen nur für Anstellungen betreffend pastorale Dienste oder Strassen-/Gartenbau beworben habe. Es sei ihm, so die Vorinstanz weiter, nahezulegen, sich auch im Bereich Reinigungsarbeiten, Jugendarbeit oder vielleicht auch einmal als Hilfsmechaniker zu bewerben. Zudem habe er bisher keinen Versuch unternommen, seine Sprachkenntnisse als Übersetzer oder im Rahmen von Sprachunterricht zu nutzen (act. 5 S. 8).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3.5.1 Der Beklagte hat sich zunächst in relativ hohem Umfang für Stellen im freikirchlichen Bereich als Pastor beworben, zuletzt wie erwähnt im August 2012 auf drei solche Stellen (act. 2 S. 6). Dazu gibt der Beklagte in seinem Lebenslauf an, er habe in H._____ von 1983 bis (recte) 1989 ein freikirchliches Theologiestudium absolviert. Der Hinweis des Beklagten, er habe als getrenntlebender Pastor bei Freikirchen angesichts deren strenger Moralvorstellungen Schwierigkeiten, ist nachvollziehbar und unbestritten (act. 2 S. 11, act. 14 S. 16). Hinzu kommen die vom Beklagten geltend gemachten "Anschwärzungen" der Klägerin bei der J._____gemeinde K._____ (act. 2 S. 12). Wie es sich damit genau verhält, kann vorliegend offen bleiben. Dessen ungeachtet sind Chancen des Beklagten in diesem Bereich angesichts seiner langjährigen Erfahrung als Pastor nicht vollends auszuschliessen, zumal der Beklagte offenbar zumindest ehrenamtlich nach wie vor bestimmte Tätigkeiten in Freikirchen übernehmen kann, so etwa im Zusammenhang mit Musik oder mit Übersetzungen (Vi-Prot. S. 15 f.).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3.5.2 Im Vergleich zu den Beanstandungen der Vorinstanz hat sich der Beklagte wie gesehen seit August 2012 neben weiteren Bewerbungen auf Stellen im Strassenbau oder als Bauarbeiter vereinzelt auch als Maschinist, Lagermitarbeiter oder Filialmitarbeiter von T._____ beworben. Der Beklagte hat somit das Spektrum an Stellen, für welche er sich bewarb, etwas vergrössert.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Nach wie vor fehlen indes Bewerbungen im Bereich Jugendarbeit, obwohl der Beklagte nach seinem Lebenslauf über diesbezügliche Erfahrung verfügt (act. 4/48/1). Auch wenn der Beklagte keine entsprechende Fachausbildung vorweisen kann (act. 2 S. 10), ist die Möglichkeit, in diesem Bereich ein Einkommen zu erzielen, nicht vollends auszuschliessen, zumal der Beklagte in Bewerbungen für andere Stellen auf seine Erfahrung in der Begleitung von Menschen unterschiedlichster Altersgruppen verweist (act. 3/4).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Dasselbe gilt für das Fehlen von Bewerbungen im Übersetzerbereich (act. 2 S. 10). Auch hier verfügt der Beklagte nach seinen Angaben gegenüber der Vorinstanz und in seinem Lebenslauf über einige Erfahrung (Vi-Prot. S. 15 f., act. 4/48/1).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Schliesslich fehlen auch nach wie vor jegliche Bewerbungen für Stellen im Bereich Reinigungsarbeiten. Dass der Beklagte in diesem Arbeitsmarktsegment über keinerlei Erfahrung verfügt (act. 2 S. 10), schliesst die Möglichkeit, mit einer solchen Tätigkeit ein Einkommen zu erzielen, nicht aus. Nach dem eingangs Gesagten (vgl. II./3.2) wäre ihm dies auch zumutbar.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3.6 Insgesamt vermag der Beklagte mit den vorgelegten Nachweisen über seine Suchbemühungen nicht darzutun, dass er sich mit dem ihm zumutbaren Einsatz und der von ihm zu erwartenden Sorgfalt ernsthaft um den Erhalt einer Arbeitsstelle bemüht hat. Zudem ist der vorinstanzlichen Einschätzung zuzustimmen, dass hinsichtlich der für Bewerbungen ausgewählten Stellen Verbesserungspotential besteht (act. 5 S. 8). Daher ist nicht glaubhaft, dass es dem Beklagten faktisch nicht möglich sei, einer Erwerbstätigkeit nachzugehen.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Was sodann den Betrag des angerechneten hypothetischen Einkommens von Fr. 3'900.00 netto pro Monat betrifft, so ist festzuhalten, dass der Beklagte die grundsätzliche Möglichkeit, diesen Betrag in den von der Vorinstanz erwähnten Branchen zu erzielen (insbesondere im Strassen-/Gartenbau, im Bereich Reinigungsarbeiten, Jugendarbeit, Hilfsmechaniker; vgl. im Weiteren vorne II./3.5), nicht bestritten hat. Der Beklagte war denn auch offenbar beim Abschluss der Vereinbarung vom 27. Februar 2012 bereits dieser Ansicht. Auf den Betrag des hypothetischen Einkommens ist somit nicht weiter einzugehen.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Zusammenfassend ist festzuhalten, dass der Beklagte die in der vorliegenden Konstellation (Unterhalt unmündiger Kinder) geltenden, hohen Anforderungen an die Ausschöpfung seiner Erwerbskraft bzw. an die Suchbemühungen mit Blick auf eine Arbeitsstelle bislang nicht erfüllt hat. Eine Abänderung der Unterhaltsbeiträge gestützt auf das Vorbringen, der Beklagte könne das ihm angerechnete hypothetische Einkommen tatsächlich nicht erzielen, muss daher im jetzigen Zeitpunkt unterbleiben.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
4. Auf die weiteren Voraussetzungen der Abänderung von Unterhaltsbeiträgen (Dauerhaftigkeit und Wesentlichkeit des Abänderungsgrundes) ist danach nicht einzugehen.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Da der Beklagte keinerlei weitere Abänderungsgründe geltend machte, muss auch eine Neuberechnung der Unterhaltsbeiträge unterbleiben.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Zusammenfassend ist das Abänderungsbegehren des Beklagten daher abzuweisen. Dies führt zur Abweisung der Berufung und zur Bestätigung des angefochtenen Entscheids.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
1. Es rechtfertigt sich, über die Kosten- und Entschädigungsfolgen für das Berufungsverfahren bereits im vorliegenden Entscheid zu befinden und nicht bis zum Endentscheid zuzuwarten (Art. 104 Abs. 3 ZPO). Ausgangsgemäss wird der Beklagte für das Berufungsverfahren kosten- und entschädigungspflichtig (vgl. Art. 106 Abs. 1 ZPO).	 #### Art. 104 Abs. 3 ZPO #### Art. 106 Abs. 1 ZPO	2	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
Die zweitinstanzliche Entscheidgebühr richtet sich nach dem eingangs aufgezeigten Streitwert des Berufungsverfahrens von Fr. 23'400.00 sowie nach § 4 Abs. 1 bis 3, § 8 Abs. 1 sowie § 12 Abs. 1 und 2 der Gebührenverordnung des Obergerichts vom 8. September 2010 (GebV OG). Für die Bemessung der Parteientschädigung sind § 4 Abs. 1-3, § 9 und § 13 Abs. 1 und 2 der Verordnung des Obergerichts über die Anwaltsgebühren vom 8. September 2010 (AnwGebV) massgeblich.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
2./2.1 Wie eingangs erwähnt, hat der Beklagte für das Berufungsverfahren ein Gesuch um Gewährung der unentgeltlichen Rechtspflege und Bestellung einer unentgeltlichen Rechtsbeiständin gestellt, welches die Kammer mit Beschluss vom 28. November 2012 guthiess (vorne I./5.).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
2.2 In der Berufungsantwort stellte auch die Klägerin ein entsprechendes Gesuch (vgl. vorne I./6. sowie act. 14 S. 17 f.).	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Die Klägerin wird vom Sozialamt unterstützt (act. 15/3) und arbeitet als Hauswartin und Zeitungsverträgerin. Dabei erzielt sie ein Einkommen von monatlich ca. Fr. 600.00 bis 900.00 (act. 15/5-6), welches ihr als Zwischenverdienst an die Arbeitslosenentschädigung angerechnet wird (act. 15/7). Die Mittellosigkeit der Klägerin ist damit ausgewiesen. Zudem ist ihr Rechtsbegehren nicht aussichtslos (Art. 117 lit. b ZPO). Daher ist der Klägerin die unentgeltliche Rechtspflege zu bewilligen und in der Person ihres Rechtsvertreters für das Berufungsverfahren ein Rechtsbeistand zu bestellen.	 #### Art. 117 lit. b ZPO	1	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
Die der Klägerin aufgrund ihres Obsiegens geschuldete Parteientschädigung steht infolge prozessrechtlicher Legalzession direkt ihrem unentgeltlichen Rechtsbeistand zu (ZK ZPO-Emmel, Art. 122 N 12).	 #### ZPO	1	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
Es wird beschlossen:	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
1. Der Klägerin wird die unentgeltliche Rechtspflege bewilligt und Rechtsanwalt lic. iur. Y._____ als Rechtsbeistand bestellt.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
2. Schriftliche Mitteilung mit dem nachfolgenden Erkenntnis.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Es wird erkannt:	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
1. Die Berufung des Beklagten wird abgewiesen, und die Verfügung des Einzelgerichtes des Bezirksgerichtes Bülach vom 22. Oktober 2012 (FE120007-C) wird bestätigt.	 #### FE120007	1	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
2. Die zweitinstanzliche Entscheidgebühr wird auf Fr. 1'600.00 festgesetzt.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
3. Die Kosten des Berufungsverfahrens werden dem Beklagten auferlegt und infolge der Gewährung der unentgeltlichen Rechtspflege einstweilen auf die Gerichtskasse genommen. Die Nachzahlungspflicht nach Art. 123 ZPO bleibt vorbehalten.	 #### Art. 123 ZPO	1	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
4. Der Beklagte wird verpflichtet, dem Rechtsbeistand der Klägerin eine Prozessentschädigung von Fr. 1'500.00 zuzüglich Fr. 120.00 (8% MwSt. auf Fr. 1'500.00), total Fr. 1'620.00 zu bezahlen.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
5. Schriftliche Mitteilung an die Parteien, die Obergerichtskasse sowie – unter Beilage der Akten – an das Bezirksgericht Bülach, je gegen Empfangsschein.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
6. Eine Beschwerde gegen diesen Entscheid an das Bundesgericht ist innert 30 Tagen von der Zustellung an beim Schweizerischen Bundesgericht, 1000 Lausanne 14, einzureichen. Zulässigkeit und Form einer solchen Beschwerde richten sich nach Art. 72 ff. (Beschwerde in Zivilsachen) oder Art. 113 ff. (subsidiäre Verfassungsbeschwerde) in Verbindung mit Art. 42 des Bundesgesetzes über das Bundesgericht (BGG).	 #### BGG	1	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
Dies ist ein Endentscheid im Sinne von Art. 90 BGG, in einem Massnahmeverfahren im Sinne von Art. 98 BGG.	 #### Art. 90 BGG #### Art. 98 BGG	2	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	CITED
Es handelt sich um eine vermögensrechtliche Angelegenheit. Der Streitwert beträgt Fr. 23'400.00.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Die Beschwerde an das Bundesgericht hat keine aufschiebende Wirkung.	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
Obergericht des Kantons Zürich II. Zivilkammer    Der Gerichtsschreiber: lic. iur. T. Engler	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
versandt am:	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
	citation_empty	0	0a6ebc98-b451-4223-a29b-03f9470ca75e.txt	NO
