Geschäfts-Nr.: HG120259-O U/dz	 #### HG120259	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Laut dem Titel von Abschnitt 4.2 des Aktienkaufvertrages geht es dabei um eine "Besondere Entschädigung für Umwelt-Angelegenheiten, die während den hängigen Untersuchungen entdeckt werden und für Ansprüche, die aus dem Verkauf des Standortes … entstehen". Wie aus Absatz (i) des Abschnittes hervorgeht, sind damit hängige Untersuchungen der zuständigen Behörden gemeint, die dem Käufer in Anhang E offengelegt wurden. Es ist unbestritten, dass bei Vertragsabschluss bezüglich des Standortes E._____, Parzelle …, ein Verfahren nach Altlastenverordnung im Gange war, in dessen Rahmen die Parzelle im Jahr 2001 im Altlastenkataster eingetragen worden war und verschiedene Untersuchungen durchgeführt worden sind. Bereits gestützt darauf ist davon auszugehen, dass vernünftige Parteien den Begriff "governmental clean-up order" daher mit Bezug zum Altlastenverfahren oder jedenfalls kompatibel mit diesem gewählt hätten. Dies wird dadurch gestützt, dass die im letzten Satz von Abschnitt 4.2 (iii) erwähnte Kostenteilungsverfügung klar Bezug nimmt auf Art. 17 lit. d AltlV resp. Art. 32d Abs. 3 USG, wo die Kostenverteilung im Falle von mehreren Verursachern geregelt wird. Auch die von der Klägerin in Auftrag gegebenen Due Dilligence-Berichte setzen die Sanierungsmassnahmen in Bezug zur anwendbaren Umweltschutzgesetzgebung. So enthält der Legal Due Dilligence Bericht vom 3. Mai 2006 die Passage "Contamination of Sites: The four pieces of real property owned by the Target Company are recorded in the register of suspected contaminated sites (Altlastenverdachtsflächen-Kataster). As a result of this, certain cleaning up measures (Sanierungsmassnahmen) may be required to be undertaken by the Target Company in accordance with the applicable provisions of the Swiss Federal Act relating to the Protection of the Environment […]" (act. 1 Rz. 95). Auch der Environmental Due Dilligence Bericht vom 6. Februar 2006 hält fest: "The key objective of this EDDA is to identify and describe material environmental liabilities related to impacts to soil and/or groundwater, air, and surface water as a result of past and on-going activities, as well as material non-compliance issues (…) against national environmental regulations at the assessed sites." (act. 3/20 S. 4). Die für ein Grundstück, das im Altlasten-Kataster eingetragen ist, relevanten Umweltschutzbestimmungen sind im Wesentlichen der Altlastenverordnung zu entnehmen. Art. 32c Abs. 1 USG verweist auf diese. Der Begriff "governmental clean-up order" ist daher in Bezug zur Altlastenverordnung zu setzen.	 #### Art. 17 lit. d AltlV #### Art. 32d Abs. 3 USG #### Art. 32c Abs. 1 USG	3	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
In der inoffiziellen englischen Übersetzung der AltlV (abrufbar unter www.admin.ch) taucht der Begriff "clean-up order" nicht auf. Art. 18 Abs. 2 AltlV spricht von "issue a ruling"; der Titel des 5. Abschnitts (Sanierung) wird mit "Remediation" übersetzt, Sanierungsmassnahmen (Art. 16) mit "Remediation measures". Es stellt sich daher die Frage, wie der Begriff "governmental clean-up order" vor dem Hintergrund der Altlastenverordnung zu verstehen ist. Da die Parteien den Begriff übereinstimmend mit "Sanierungsmassnahmen" übersetzen, ist es naheliegend, diesen Begriff gemäss Art. 16 AltlV zu definieren, dessen Überschrift gerade "Sanierungsmassnahmen" lautet. Gemäss Art. 16 Abs. 1 AltlV sind Sanierungsmassnahmen jene Massnahmen, mit welchen a) umweltgefährdende Stoffe beseitigt werden (Dekontamination) oder b) die Ausbreitung der umweltgefährdenden Stoffe langfristig verhindert und überwacht wird (Sicherung). Gestützt auf die Gliederung des Altlastenverfahrens will die Klägerin jedoch noch weitere Handlungen unter "Sanierungsmassnahmen" subsumieren. Der Ablauf des Altlastenverfahrens ist wie folgt gegliedert: Auf die Erfassung des belasteten Standortes in einem Kataster gestützt auf eine Erstbewertung folgt die Voruntersuchung. In deren Rahmen beurteilt die Behörde, ob ein Standort überwachungsbedürftig, sanierungsbedürftig oder weder das eine noch das andere ist. Ist ein Standort sanierungsbedürftig, erfolgt eine Detailuntersuchung sowie die Erarbeitung eines Sanierungsprojekts. Gestützt darauf legt die Behörde die erforderlichen Massnahmen fest und es ist die Sanierung durchzuführen (vgl. Art. 1 ff. AltlV). Die von der Klägerin gemachte Unterteilung in ein Sanierungsverfahren im weiteren Sinn und ein Sanierungsverfahren im engeren Sinn ergibt sich dagegen nicht aus der Altlastenverordnung. Auch dem von der Beklagten eingereichten Merkblatt des BUWAL ist eine solche Einteilung nicht zu entnehmen. Wie die Beklagte zutreffend ausführt, wird das Altlastenverfahren darin vielmehr in "drei Phasen der Gefährdungsabschätzung und eine Sanierungsphase" unterteilt, wobei letztere erst nach durchgeführter Detailuntersuchung beginnt (act. 21/1 S. 16). Die Gliederung des Verfahrens spricht demnach nicht dafür, dass bereits die vorbereitenden Untersuchungen als Sanierungsmassnahmen zu betrachten wären. Die Altlastenverordnung verwendet den Begriff "Sanierungsmassnahmen" an keiner Stelle als Überbegriff für sämtliche Massnahmen, die im Rahmen des Altlastenverfahren vorgenommen werden (müssen).	 #### AltlV #### Art. 18 Abs. 2 AltlV #### Art. 16 AltlV #### Art. 16 Abs. 1 AltlV #### Art. 1 ff. AltlV	5	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Die Altlastenverordnung räumt den Behörden verschiedenenorts die Möglichkeit ein, entsprechend dem jeweiligen Verfahrensstadium bestimmte Massnahmen zu verlangen. Namentlich kann die Behörde die Durchführung einer Voruntersuchung verlangen (Art. 7 Abs. 1 AltlV). Sollte sich ein Standort als überwachungsbedürftig erweisen, kann sie ausserdem fordern, dass ein Überwachungskonzept erstellt wird (Art. 13 Abs. 1 AltlV). Sodann kann die Behörde die Ausarbeitung eines Sanierungsprojekts verlangen (Art. 17 AltlV). Schliesslich hält Art. 18 Abs. 2 AltlV fest, dass die Behörde in einer Verfügung die abschliessenden Ziele der Sanierung, die Sanierungsmassnahmen, die Erfolgskontrolle, die einzuhaltenden Fristen, Auflagen und Bedingungen festlegt. Stellt man die von den Parteien gewählte Formulierung diesen behördlichen Möglichkeiten gegenüber, so kann sie vernünftigerweise nur mit jener Verfügung gemäss Art. 18 Abs. 2 AltlV in Verbindung gebracht werden. Denn dies ist die einzige Anordnung, die konkrete Sanierungsmassnahmen, also die Massnahmen zur Dekontamination oder Sicherung, anordnet. Die anderen Anordnungen betreffen dagegen nicht den eigentlichen Sanierungsvorgang, sondern lediglich dessen Vorstufen. Vor dem Hintergrund der Altlastenverordnung hätten vernünftige Parteien unter dem Begriff "governmental clean-up order" daher eine Verfügung gemäss Art. 18 AltlV verstanden und nicht bereits vorbereitende Anordnungen von Untersuchungen und dergleichen.	 #### Art. 7 Abs. 1 AltlV #### Art. 13 Abs. 1 AltlV #### Art. 17 AltlV #### Art. 18 Abs. 2 AltlV #### Art. 18 Abs. 2 AltlV #### Art. 18 AltlV	6	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.1.4.Systematik	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Klägerin macht geltend, die Parteien hätten den Begriff "governmental clean-up order" in ihrem Vertrag bewusst unterschiedlich verwendet: In Ziffer 4.6 (iv) sei damit die Abschlussverfügung i.S.v. Art. 18 Abs. 2 AltlV gemeint, während unter den in Ziffer 4.2 (iii) verwendeten Begriff sämtliche Anordnungen von Massnahmen fielen (act. 20 Rz. 38). Der in Ziffer 4.6 (iv) verwendete Zusatz "final and legally binding" bedeute "endgültig und rechtskräftig" und mache deutlich, dass dort eine Verfügung im Sinne des Verwaltungsrechts gemeint sei. Da in Ziffer 4.2 (iii) dieser Zusatz nicht verwendet worden sei, sei dort keine derartige Verfügung, sondern vielmehr eine beliebige Anordnung gemeint (act. 1 Rz. 136, act. 20 Rz. 41).	 #### Art. 18 Abs. 2 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Die Beklagte stellt sich auf den Standpunkt, "governmental clean-up order" sei in Ziff. 4.6 (iv) und Ziff. 4.2 (iii) im gleichen Sinne verwendet worden. Der Zusatz "final and legally binding" sei lediglich eine Standardfloskel für den Begriff "rechtskräftig" (act. 24 Rz. 76 ff.). Dieser Zusatz habe nur sicherstellen wollen, dass Klagen gestützt auf Ziff. 4.2 (iii) nicht während eines laufenden Rechtsmittelverfahrens gegen den noch nicht rechtskräftigen "governmental clean-up order" verjähren (act. 24 Rzm. 85).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
"Final and legally binding" bedeutet rechtskräftig. Dass dies auch der Auffassung der Parteien entspricht, ergibt sich daraus, dass sie dies in Ziffer 4.6 (iv) in Klammern vermerkten. Aus einer objektiven Warte ist nicht ernsthaft anzunehmen, dass der identische Begriff "governmental clean-up order" innerhalb eines Vertragsdokuments zwei verschiedene Bedeutungen haben sollte, nur weil er im einen Fall dadurch qualifiziert wird, dass er rechtskräftig sein soll. Immerhin kann aus der Tatsache, dass der "governmental clean-up order" in Rechtskraft erwachsen kann, abgeleitet werden, dass eine behördliche Anordnung im Sinne einer Verfügung gemeint ist und nicht irgend eine behördliche Handlung. Dass der Begriff an beiden Vertragsstellen dieselbe Bedeutung hat, ist im Übrigen auch inhaltlich sinnvoll: Die Verkäuferin haftet, vorausgesetzt, dass innerhalb von drei Jahren nach dem Vertragsabschluss eine Sanierungsverfügung ergeht und die Klägerin innerhalb von drei Jahren nach Eintritt der Rechtskraft der entsprechenden Sanierungsverfügung ihre Ansprüche geltend macht. Daraus ergibt sich eine klare zeitliche Fixierung und Limitierung. Aus dem Umstand, dass im Vertrag einmal der Zusatz "rechtskräftig" verwendet wurde und einmal nicht, kann somit vernünftigerweise nicht abgeleitet werden, dass im zweiten Fall auch Anordnungen erfasst werden, die nicht unmittelbar die Sanierung betreffen. Naheliegend ist vielmehr, dass im einen Fall die noch nicht in Rechtskraft erwachsene Anordnung von Sanierungsmassnahmen und im zweiten Fall die rechtskräftige Anordnung von Sanierungsmassnahmen (im Sinne von Art. 16 AltlV) gemeint ist.	 #### Art. 16 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.1.5.Zweck der Vereinbarung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Es ist unbestritten, dass ein wesentlicher Teil der Vertragsverhandlungen die Frage betraf, wie die Parteien mit zukünftigen Kosten im Zusammenhang mit der Altlastensanierung umgehen sollten (act. 1 S. 28, act. 11 S. 6). Es ist klar, und dies ergibt sich aus dem Text des Vertrags selbst, dass Ziffer 4.2 die Umweltaspekte bzw. -belastungen auf den verschiedenen Betriebsstandorten und eine Verteilung der entsprechenden Risiken und der Haftung regeln sollte. Für die Auslegung des Begriffs "governmental clean-up order" lässt sich daraus nichts ableiten.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.2.1.6.Vorvertragliches Verhalten der Parteien	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Im Vorfeld des Vertragsschlusses hat die Klägerin eine historische Voruntersuchung durchführen lassen (act. 3/5). Mit Schreiben der SESA vom 2. August 2004 wurde sie sodann aufgefordert, auch eine technische Voruntersuchung durchzuführen (act. 3/6). Die technische Voruntersuchung der G._____ datiert vom 2. Mai 2006 (act. 3/7). Diese liess die Klägerin durch die F._____ auswerten (act. 3/9). Zudem liess die Klägerin im Rahmen der Vertragsverhandlungen sowohl eine Environmental Due Diligence als auch eine Legal Due Diligence durchführen (act. 3/20 und 3/21). Aus der Environmental Due Diligence ergeben sich Kostenschätzungen für Sanierungsmassnahmen "on-site" zwischen CHF 1.3 und 2.8 Mio. (vgl. act. 3/20 S. 19), während laut dem Untersuchungsbericht F._____ vom 24. Mai 2006 mit solchen "off-site" von über CHF 1 Mio. zu rechnen war (act. 1 S. 27, act. 3/9 S. 3). Letzterem Bericht ist auch zu entnehmen, wie die Beklagte aufzeigt (act. 11 S. 49), dass mit der Durchführung von Massnahmen zwischen 2007 und 2008 gerechnet wurde (act. 3/9 Anhang). Auch im Legal Due Diligence-Bericht werden Altlasten thematisiert (act. 1 S. 27). Im Rahmen der Vertragsverhandlungen wurden sodann verschiedene Vertragsentwürfe mit in Bezug auf Ziffer 4.2 unterschiedlichen Formulierungen erstellt und diskutiert (act. 12/1, act. 3/23 bzw. 21/3, act. 12/5 bzw. 21/4, act. 12/7).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Beklagte weist zu Recht darauf hin, dass im Legal Due Dilligence-Bericht klar unterschieden werde zwischen Sanierungsmassnahmen und Untersuchungen (act. 11 Rz. 212). Tatsächlich ist unbestritten, dass der Bericht folgende Passage enthält: "… the situation with respect to the other sites is rather unclear, i.e. it has not been determined yet whether examinations will be, or have to be, undertaken and/or the sites will be, or have to be, cleaned up." (act. 1 Rz. 95). Dieser Satz würde wenig Sinn ergeben, wenn man die "examinations" bereits zum Vorgang des "clean-up" zählen würde. Auch im Environmental Due Dilligence-Bericht, in welchem unter anderem die Kosten der "clean-up measures" geschätzt werden, werden nur eigentliche Sanierungsmassnahmen berücksichtigt, namentlich "soil excavation/disposal, soil vapor extraction and groundwater remediation". Untersuchungsmassnahmen werden nicht erwähnt (act. 3/20 S. 19). Diese Berichte sind ein weiterer Hinweis darauf, dass unter "governmental clean-up order" nur die Anordnung von Massnahmen zur Beseitigung oder Eindämmung von Schadstoffen und nicht bereits die Anordnung von Untersuchungen oder dergleichen zu verstehen ist.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Bezüglich der Entstehungsgeschichte des Vertrages weist die Klägerin auf die Formulierung in der Fassung 3.1 und 4.0 hin (act. 1 S. 35). Sie ist der Meinung, aus der Version "If (…) a competent authority requires Purchaser or Company to take any measures resulting from Off-Site risks (…) then Seller will hold harmless (…)", die ohne Diskussion geändert worden sei in "(…) Seller indemnifies Purchaser (…) provided a governmental clean-up order (…) was issued (…)" ergebe sich, dass die Parteien keine Einengung des Begriffs gewollt und jegliche Art von behördlicher Aufforderung als haftungsauslösend verstanden hätten. Das ergebe sich auch aus der E-Mail von H._____, dem damaligen Manager Corporate Mergers & Acquisitions der Klägerin, vom 5. Mai 2006, die von "requirements and obligations" spreche. Die Anpassung der Umschreibung des haftungsauslösenden Ereignisses sei keine inhaltliche Einengung, sondern eine rein sprachliche Anpassung (act. 1 Rz. 131). Die Beklagte führt dagegen aus, es ergebe sich aus den Vertragsverhandlungen vielmehr, dass der Begriff "governmental clean-up order" nicht in einem weiten Sinne verstanden werden könne, da er zuerst weit gefasst und später zusehends eingeengt worden sei (act. 24 Rz. 54 ff.).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Es kann nicht leichthin angenommen werden, dass keine inhaltliche Änderung beabsichtigt ist, wenn ein Vertragstext im Laufe von Vertragsverhandlungen verändert wird. Solche Änderungen geschehen – gerade bei umfassenden Verträgen wie dem Vorliegenden – bewusst und werden in der Regel genauestens geprüft. Während das haftungsauslösende Element anfangs noch sehr weit umschrieben war ("any measures") wurde die Umschreibung zunehmend enger, so dass am Schluss "governmental clean-up order" resultierte. Diese Entwicklung kann vernünftigerweise nur im Sinne einer bewussten Beschränkung der haftungsauslösenden Wirkung auf behördliche Sanierungsverfügungen verstanden werden. Hätten weiterhin auch Anordnungen beliebiger Massnahmen haftungsauslösend sein sollen, hätte die Formulierung bei "any measures" oder "orders of the competent authorities" belassen werden können und es wäre keine Anpassung nötig gewesen. Vor dem Hintergrund der Entstehungsgeschichte der strittigen Formulierung kann die Umschreibung des haftungsauslösenden Ereignisses nicht in dem von der Klägerin geltend gemachten weiten Sinne verstanden werden.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Beide Parteien berufen sich sodann auf eine E-Mail von H._____ vom 5. Mai 2006 (act. 3/22). Darin wird zusammengefasst, worauf man sich am Vortag geeinigt hat. Nebst dem Kaufpreis war insbesondere der Einbezug des "on-site" bzw. "off-site" risks Thema, wobei die Regelung mit Beispielskizzen von drei verschiedenen Konstellationen anhand von Zeitachsen veranschaulicht wurden. Auf den Zeitachsen ist die "governmental requirement" mit einem senkrechten Strich dargestellt. Namentlich aus dem zweiten und dem dritten Beispiel ergibt sich, dass diese "governmental requirement" innert drei Jahren seit dem Closing ergehen muss, um eine Haftung der Beklagten auszulösen. Dabei handelt es sich um die Dreijahresfrist gemäss Ziffer 4.2 (iii) des Kaufvertrages. Ausserdem ergibt sich, dass mit derselben "governmental requirement" eine weitere dreijährige Frist zu laufen beginnt, nämlich jene gemäss Ziffer 4.6 (iv) des Kaufvertrages. Nachdem sich die Klägerin darauf beruft, dass in Ziffer 4.6 (iv) die Sanierungsverfügung i.S.v. Art. 18 Abs. 2 AltlV gemeint sei, müsste es sich folgerichtig bei der in der E-Mail erwähnten "governmental requirement" um diese Sanierungsverfügung handeln und nicht um beliebige behördliche Anordnungen. Die besagte E-Mail kann demnach nicht so verstanden werden, dass bereits mit einer beliebigen Anordnung die Sanierungsphase eröffnet und die Haftung der Beklagten ausgelöst wird. Das Ziel der zeitlichen Limitierung würde zudem wenig Sinn machen, wenn irgend eine behördliche Verfügung im Verlauf des Verfahrens genügen würde, um eine Haftung auszulösen, gleichwohl aber die zweite Dreijahresfrist erst bei Erlass der Sanierungsverfügung beginnen würde.	 #### Art. 18 Abs. 2 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Demnach lässt auch das vorvertragliche Verhalten der Parteien einzig den Schluss zu, dass erst die abschliessende Sanierungsverfügung und nicht eine beliebige behördliche Anordnung haftungsauslösend sein soll.	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.2.1.7.Interessenlage	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Zur Interessenlage ergibt sich, dass die Klägerin eine weitgehende Absicherung ihres bei Vertragsschluss noch unklaren Haftungsrisikos gegenüber Dritten zu erreichen suchte, während die Beklagte eine sowohl zeitliche als auch betragsmässige Begrenzung der vertraglichen Haftung anstrebte. Allein daraus lässt sich für die Auslegung nichts ableiten. Die Klägerin macht indessen geltend, die von der Beklagten behauptete enge Auslegung des "governmental clean-up orders" laufe ihren Interessen derart zuwider, dass sie ausgeschlossen sei. Namentlich führe diese Auslegung zu einem faktischen Haftungsausschluss, da es gar nicht möglich gewesen sei, dass die Abschlussverfügung innert drei Jahren nach dem Closing hätte ergehen können. Einem solchen Haftungsausschluss hätte die Klägerin nie zugestimmt (act. 20 Rz. 46, 49).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Beklagte bestreitet diese Argumentation und macht geltend, der vor Vertragsabschluss erstellte Bericht der F._____ (act. 3/9) habe immerhin prognostiziert, dass mit Sanierungsmassnahmen zwischen 2007 und 2008 zu rechnen sei (act. 24 Rz. 64). Die damaligen Vertreter der Klägerin dürften demnach davon ausgegangen sein, dass die Sanierungsverfügung im Sinne von Art. 18 Abs. 2 AltV innert Frist ergehen könnte (act. 24 Rz. 9).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Im Rahmen der normativen Vertragsauslegung ist die Interessenlage der Parteien im Zeitpunkt des Vertragsschlusses zu beurteilen. Hierzu ist auf das Wissen der Parteien im Zeitpunkt des Vertragsschlusses abzustellen und nicht auf später gemachte Erkenntnisse. Versetzt man sich in diesen Zeitpunkt zurück, so war aus Sicht der Parteien damals nicht erkennbar, dass das Sanierungsverfahren mehr als drei Jahre in Anspruch nehmen würde. Keine der vorvertraglichen Abklärungen wies darauf hin. Im Gegenteil: Der von der Klägerin eingeholte und vom 24. Mai 2006 datierende Bericht der F._____, welcher die Ergebnisse der technischen Untersuchung zusammenfasst und auswertet, hielt fest: "The cost estimation includes some soil excavation in hot spots, the removal of volatile/semivolatile compounds by a soil vapor extraction (SVE) and the installation of a hydraulic containment system that prevents off-site migration of contaminants. The measures will be initiated in a short time frame (between 2007 and 2008)" (act. 3/9). Mangels anderslautender Informationen wären vernünftige Parteien gestützt auf diesen Bericht bei Vertragsschluss davon ausgegangen, dass die Sanierungsmassnahmen (gemeint sind im Bericht offensichtlich die eigentlichen Säuberungsmassnahmen) zwischen 2007 und 2008 und mithin innerhalb der Dreijahresfrist nach dem Closing (30. Juni 2006) angeordnet würden. Die Klägerin behauptet im Übrigen auch nicht, sie habe bei Vertragsschluss angenommen, dass das Verfahren mehr Zeit in Anspruch nehme (vgl. act. 20 Rz. 54). Die Auslegung, wonach unter "governmental clean-up order" die Sanierungsverfügung im Sinne von Art. 18 Abs. 2 AltlV gemeint ist, steht der Interessenlage bei Vertragsschluss somit nicht entgegen.	 #### Art. 18 Abs. 2 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.1.8.Auslegungsregel	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Schliesslich beruft sich die Klägerin auf die Auslegungsregel "interpretatio contra proferentem", wonach eine von einer Partei verwendete mehrdeutige Regelung zugunsten der anderen Partei ausgelegt werden soll. Da die Beklagte den Begriff "governmental clean-up order" in den Vertragstext eingebracht habe, sei der Begriff "governmental clean-up order" weit auszulegen (act. 20 Rz. 25).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die Beklagte wehrt sich gegen die Anwendung der Unklarheitenregel. Der Vertragstext im Allgemeinen sowie der Begriff "governmental clean-up order" im Speziellen seien das Ergebnis langer Vertragsverhandlungen zwischen den Parteien gewesen, bei denen die Meinungen und Ansichten beider Parteien eingeflossen seien. Auf diesen Sachverhalt finde die Unklarheitenregel keine Anwendung (act. 24 Rz. 60 f.).	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Tatsächlich ist die Unklarheitenregel nach der Rechtsprechung des Bundesgerichts einerseits nur subsidiär anwendbar, wenn die übrigen Auslegungsmittel Interpretationszweifel nicht beheben können, und andererseits schwergewichtig auf formularmässig vorgeformte Verträge bzw. Vertragsbestandteile fokussiert (vgl. BGE 99 II 290 E. 5). Der vorliegende Vertrag fällt klar nicht in diese Kategorie. Vielmehr handelt es sich um einen eigens zur Regelung eines spezifischen Kaufes erstellten Vertrag, der Resultat eingehender Verhandlungen ist, in welchen sich beide Parteien eingebracht haben. Dies ergibt sich aus den zahlreichen, der vorvertraglichen Phase zuzurechnenden, von den Parteien eingereichten Urkunden. Die Unklarheitenregel gelangt somit nicht zur Anwendung.	 #### BGE 99 II 290 E. 5	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.2.Zwischenfazit	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die normative Auslegung führt zum Resultat, dass unter "governmental clean-up order" weder die reine Feststellung der Sanierungs- oder Überwachungsbedürftigkeit noch die Anordnung von Untersuchungsmassnahmen oder dergleichen zu verstehen ist. Vielmehr ist davon auszugehen, dass vernünftige Parteien darunter nur die rechtsverbindliche definitive Anordnung der Sanierung im Sinne von Art. 18 Abs. 2 i.V.m. Art. 16 Abs. 1 AltlV, also die Festlegung der erforderlichen Massnahmen, die unmittelbar der Beseitigung oder der langfristigen Verhinderung der Ausbreitung umweltgefährdender Stoffe dienen, verstehen würden.	 #### Art. 16 Abs. 1 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.3.Subjektive Auslegung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
3.2.3.1.Rechtliche Grundlagen	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die empirische Vertragsauslegung gemäss Art. 18 Abs. 1 OR ist Tatfrage, soweit sie einen beweismässigen Schluss von bestimmten Indizien auf einen inneren Willen der Vertragsparteien zum Gegenstand hat. Bei der Ermittlung dieses tatsächlichen Parteiwillens darf der Richter seine Überzeugung mit einer auf der Lebenserfahrung beruhenden überwiegenden Wahrscheinlichkeit begründen; er bleibt dabei im Rahmen der Beweiswürdigung, da diese stets auch auf richterlicher Lebenserfahrung beruht (Urteil des Bundesgerichts 4C.225/2002 vom 7. Februar 2003, E. 2.2).	 #### Art. 18 Abs. 1 OR #### 4C.225/2002 vom 7. Februar 2003, E. 2.2	2	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.3.2.Parteistandpunkte	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Entgegen dem Ergebnis der normativen Auslegung behauptet die Klägerin, gemäss tatsächlichem Willen der Parteien beschränke sich der Begriff "governmental clean-up order" nicht erst auf die Anordnung von Sanierungsmassnahmen i.S.v. Art. 16 Abs. 1 AltlV. Vielmehr sei damit jede verbindliche behördliche Aufforderung im Rahmen des Altlastenverfahrens gemeint gewesen, womit die Klägerin zu irgendwelchen Massnahmen mit Kostenfolgen verpflichtet werde (act. 1 Rz. 183, act. 20 Rz. 8 ff., 19, 228). Zudem sei den Parteien im Zeitpunkt der Unterzeichnung des Vertrags bewusst gewesen, dass das Sanierungsverfahren niemals innert drei Jahren hätte abgeschlossen werden können, weshalb sie nicht erst eine Sanierungsverfügung i.S.v. Art. 18 Abs. 2 AltlV als haftungsauslösend betrachten wollten (act. 1 Rz. 135, act. 20 Rz. 46).	 #### Art. 16 Abs. 1 AltlV #### Art. 18 Abs. 2 AltlV	2	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
Die Beklagte bestreitet, dass die Parteien den Begriff tatsächlich in diesem weiten Sinn verstanden hätten. Vielmehr ergebe die subjektive Auslegung, dass sie darunter die Sanierungsverfügung gemäss Art. 18 Abs. 2 AltlV verstanden hätten und nicht bloss die Anordnung von Untersuchungen oder die blosse Feststellung der Sanierungs- und Überwachungsbedürftigkeit (act. 11 Rz. 99, 128).	 #### Art. 18 Abs. 2 AltlV	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
3.2.3.3.Antizipierte Beweiswürdigung	citation_empty	0	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	NO
Die antizipierte Beweiswürdigung erlaubt es dem Gericht, weitere Beweismittel abzulehnen, wenn es in Würdigung der bereits erhobenen Beweismittel, d.h. nunmehr in Anwendung von Art. 157 ZPO, zum Schluss kommt, weitere Beweismassnahmen vermöchten an seiner bereits feststehenden Überzeugung nichts mehr zu ändern (Brönnimann, in: Berner Kommentar zur ZPO, 2012, Rz. 55 ff. zu Art. 152). Gemäss Art. 152 Abs. 1 ZPO gilt das Recht auf Beweis nur für taugliche Beweismittel. Diese gesetzliche Regelung entspricht der bisherigen Rechtsprechung zu Art. 8 ZGB, wonach es dem Gericht unbenommen blieb, "von beantragten Beweiserhebungen deshalb abzusehen, weil es sie zum vornherein nicht für geeignet hält, die behaupteten Tatsachen zu beweisen". Im konkreten Einzelfall von vorneherein nicht geeignete, d.h. untaugliche Beweismittel sind somit nach nunmehr ausdrücklicher Normierung in Art. 152 Abs. 1 ZPO vom Recht auf Beweis ausgenommen.	 #### ZPO	1	0a7541bd-90b8-42a7-bd15-051fdb28a6c0.txt	CITED
