P	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	1	1	0	0	0	0	0	0	0	0	0	P	P	P	P	P	P	0	0	B_CITATION
par	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	p	pa	par	par	ar	r	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
art	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	B_CITATION
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	I_CITATION
3a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	1	0	0	0	0	0	3	3a	3a	3a	3a	a	0	0	I_CITATION
al.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	1	0	0	0	0	1	0	a	al	al.	al.	l.	.	0	0	I_CITATION
4	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	1	0	0	0	0	0	4	4	4	4	4	4	0	0	I_CITATION
LPC	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	1	1	0	0	0	0	0	0	0	1	0	L	LP	LPC	LPC	PC	C	0	0	I_CITATION
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	I_CITATION
des	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
lors	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	l	lo	lor	ors	rs	s	0	0	O
que	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	q	qu	que	que	ue	e	0	0	O
cette	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	c	ce	cet	tte	te	e	0	0	O
disposition	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	d	di	dis	ion	on	n	0	0	O
ne	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	n	ne	ne	ne	ne	e	0	0	O
mentionne	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	m	me	men	nne	ne	e	0	0	O
ni	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	n	ni	ni	ni	ni	i	0	0	O
la	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	la	la	la	la	a	0	0	O
parente	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	p	pa	par	nte	te	e	0	0	O
en	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	en	en	en	en	n	0	0	O
ligne	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	l	li	lig	gne	ne	e	0	0	O
ascendante	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	a	as	asc	nte	te	e	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
ni	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	n	ni	ni	ni	ni	i	0	0	O
les	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
descendants	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	d	de	des	nts	ts	s	0	0	O
n	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	n	n	n	n	n	n	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
ouvrant	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	o	ou	ouv	ant	nt	t	0	0	O
pas	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	p	pa	pas	pas	as	s	0	0	O
droit	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	1	0	d	dr	dro	oit	it	t	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
une	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	u	un	une	une	ne	e	0	0	O
rente	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	r	re	ren	nte	te	e	0	0	O
pour	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	p	po	pou	our	ur	r	0	0	O
enfant	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	e	en	enf	ant	nt	t	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
AVS	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	1	1	0	0	0	0	0	0	0	0	0	A	AV	AVS	AVS	VS	S	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

3.Le	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	1	0	0	0	0	0	3	3.	3.L	.Le	Le	e	0	0	O
jugement	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	j	ju	jug	ent	nt	t	0	0	O
entrepris	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	e	en	ent	ris	is	s	0	0	O
retient	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	r	re	ret	ent	nt	t	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
sur	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	s	su	sur	sur	ur	r	0	0	O
la	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	la	la	la	la	a	0	0	O
base	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	b	ba	bas	ase	se	e	0	0	O
d	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	d	d	d	d	d	d	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
un	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	u	un	un	un	un	n	0	0	O
decompte	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	dec	pte	te	e	0	0	O
etabli	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	e	et	eta	bli	li	i	0	0	O
par	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	p	pa	par	par	ar	r	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
intime	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	i	in	int	ime	me	e	0	0	O
pour	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	p	po	pou	our	ur	r	0	0	O
1999	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	1	0	0	0	0	0	1	19	199	999	99	9	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
un	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	u	un	un	un	un	n	0	0	O
montant	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	m	mo	mon	ant	nt	t	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
47	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	1	0	0	0	0	0	4	47	47	47	47	7	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
120	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	1	0	0	0	0	0	1	12	120	120	20	0	0	0	O
fr	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	f	fr	fr	fr	fr	r	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

par	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	p	pa	par	par	ar	r	0	0	O
annee	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	a	an	ann	nee	ee	e	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
titre	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	t	ti	tit	tre	re	e	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
depenses	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	dep	ses	es	s	0	0	O
reconnues	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	r	re	rec	ues	es	s	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

Le	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	1	0	0	0	0	0	0	0	0	0	L	Le	Le	Le	Le	e	0	0	O
recourant	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	r	re	rec	ant	nt	t	0	0	O
ne	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	n	ne	ne	ne	ne	e	0	0	O
fait	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	f	fa	fai	ait	it	t	0	0	O
pas	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	p	pa	pas	pas	as	s	0	0	O
valoir	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	v	va	val	oir	ir	r	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
grief	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	g	gr	gri	ief	ef	f	0	0	O
precis	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	cis	is	s	0	0	O
contre	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	c	co	con	tre	re	e	0	0	O
cet	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	c	ce	cet	cet	et	t	0	0	O
aspect	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	a	as	asp	ect	ct	t	0	0	O
du	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	1	0	0	1	0	d	du	du	du	du	u	0	0	O
jugement	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	j	ju	jug	ent	nt	t	0	0	O
entrepris	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	e	en	ent	ris	is	s	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

Tout	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	1	0	0	0	0	0	0	0	0	0	T	To	Tou	out	ut	t	0	0	O
au	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	a	au	au	au	au	u	0	0	O
plus	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	p	pl	plu	lus	us	s	0	0	O
precise-t-il	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	12	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	-il	il	l	0	0	O
que	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	q	qu	que	que	ue	e	0	0	O
ces	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	c	ce	ces	ces	es	s	0	0	O
depenses	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	dep	ses	es	s	0	0	O
ne	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	n	ne	ne	ne	ne	e	0	0	O
correspondent	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	13	0	0	0	0	0	0	0	0	0	0	0	c	co	cor	ent	nt	t	0	0	O
pas	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	p	pa	pas	pas	as	s	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
celles	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	c	ce	cel	les	es	s	0	0	O
qu	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	q	qu	qu	qu	qu	u	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
il	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	i	il	il	il	il	l	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
effectivement	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	13	0	0	0	0	0	0	0	0	0	0	0	e	ef	eff	ent	nt	t	0	0	O
consenties	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	c	co	con	ies	es	s	0	0	O
pour	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	p	po	pou	our	ur	r	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
entretien	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	e	en	ent	ien	en	n	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
ensemble	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	e	en	ens	ble	le	e	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
sa	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	s	sa	sa	sa	sa	a	0	0	O
famille	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	f	fa	fam	lle	le	e	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

Cette	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	1	0	0	0	0	0	0	0	0	0	C	Ce	Cet	tte	te	e	0	0	O
argumentation	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	13	0	0	0	0	0	0	0	0	0	0	0	a	ar	arg	ion	on	n	0	0	O
est	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	e	es	est	est	st	t	0	0	O
toutefois	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	t	to	tou	ois	is	s	0	0	O
sans	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	s	sa	san	ans	ns	s	0	0	O
pertinence	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	p	pe	per	nce	ce	e	0	0	O
:	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	:	:	:	:	:	:	0	0	O
seules	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	s	se	seu	les	es	s	0	0	O
entrent	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	e	en	ent	ent	nt	t	0	0	O
en	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	en	en	en	en	n	0	0	O
consideration	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	13	0	0	0	0	0	0	0	0	0	0	0	c	co	con	ion	on	n	0	0	O
dans	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	d	da	dan	ans	ns	s	0	0	O
le	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	le	le	le	le	e	0	0	O
calcul	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	c	ca	cal	cul	ul	l	0	0	O
des	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
prestations	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	ons	ns	s	0	0	O
complementaires	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	15	0	0	0	0	0	0	0	0	0	0	0	c	co	com	res	es	s	0	0	O
les	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
depenses	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	dep	ses	es	s	0	0	O
necessaires	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	n	ne	nec	res	es	s	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
combler	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	c	co	com	ler	er	r	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
maniere	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	m	ma	man	ere	re	e	0	0	O
appropriee	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	a	ap	app	iee	ee	e	0	0	O
les	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
besoins	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	b	be	bes	ins	ns	s	0	0	O
vitaux	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	v	vi	vit	aux	ux	x	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
assure	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	a	as	ass	ure	re	e	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
son	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	s	so	son	son	on	n	0	0	O
epouse	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	e	ep	epo	use	se	e	0	0	O
et	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
sa	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	s	sa	sa	sa	sa	a	0	0	O
fille	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	f	fi	fil	lle	le	e	0	0	O
(	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	1	0	0	0	0	0	0	0	0	(	(	(	(	(	(	0	0	O
cf	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	c	cf	cf	cf	cf	f	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O
art	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O
112	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	1	0	0	0	0	0	1	11	112	112	12	2	0	0	O
al.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	1	0	0	0	0	1	0	a	al	al.	al.	l.	.	0	0	O
2	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	1	0	0	0	0	0	2	2	2	2	2	2	0	0	O
let	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	let	let	et	t	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

